entry1	entry2	type	value	name
hsa:842	hsa:836	PPrel	-->	activation
hsa:8471	hsa:110117499	PPrel	-->	activation
hsa:8471	hsa:5290	PPrel	-->	activation
hsa:8471	hsa:5291	PPrel	-->	activation
hsa:8471	hsa:5293	PPrel	-->	activation
hsa:8471	hsa:5295	PPrel	-->	activation
hsa:8471	hsa:5296	PPrel	-->	activation
hsa:8471	hsa:8503	PPrel	-->	activation
hsa:8503	cpd:C05981-318	PCrel	-->	activation
hsa:8517	hsa:3667	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:8517	hsa:8471	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:8517	hsa:8660	PPrel,PPrel	--|,+p	inhibition,phosphorylation
hsa:8660	hsa:110117499	PPrel	-->	activation
hsa:8660	hsa:5290	PPrel	-->	activation
hsa:8660	hsa:5291	PPrel	-->	activation
hsa:8660	hsa:5293	PPrel	-->	activation
hsa:8660	hsa:5295	PPrel	-->	activation
hsa:8660	hsa:5296	PPrel	-->	activation
hsa:8660	hsa:8503	PPrel	-->	activation
hsa:8772	hsa:841	PPrel	-->	activation
hsa:8851	hsa:4137	PPrel,PPrel	-->,+p	activation,phosphorylation
hsa:89780	undefined-802	PPrel	-->	activation
hsa:91860	hsa:5530	PPrel	-->	activation
hsa:91860	hsa:5532	PPrel	-->	activation
hsa:91860	hsa:5533	PPrel	-->	activation
hsa:91860	hsa:5534	PPrel	-->	activation
hsa:91860	hsa:5535	PPrel	-->	activation
hsa:9451	hsa:1965	PPrel	-->	activation
undefined-801	hsa:4035	PPrel	-->	activation
undefined-802	hsa:1855	PPrel	-->	activation
undefined-802	hsa:1856	PPrel	-->	activation
undefined-802	hsa:1857	PPrel	-->	activation
undefined-803	cpd:C04549-203	PCrel	-->	activation
